ccode,cname,ccode_qog,cname_qog,ccodealp,ccodecow,version,ajr_settmort,atop_ally,atop_number,bci_bci,bicc_gmi,bmr_dem,bmr_demdur,bti_aar,bti_acp,bti_aod,bti_cdi,bti_ci,bti_cps,bti_cr,bti_ds,bti_eo,bti_eos,bti_ep,bti_ffe,bti_foe,bti_ij,bti_mes,bti_muf,bti_pdi,bti_pp,bti_prp,bti_ps,bti_rol,bti_sdi,bti_seb,bti_sel,bti_sop,bti_ssn,bti_su,bti_wr,cbie_index,ccp_cc,ccp_childwrk,ccp_equal,ccp_freerel,ccp_slave,ccp_strike,ciri_assn,ciri_dommov,ciri_formov,ciri_injud,ciri_physint,ciri_polpris,ciri_speech,ciri_tort,cpds_enps,cpds_enpv,cpds_la,cpds_lall,cpds_lcom,cpds_lcon,cpds_le,cpds_lfe,cpds_lg,cpds_ll,cpds_lls,cpds_lmo,cpds_lnl,cpds_lo,cpds_lp,cpds_lpc,cpds_lpen,cpds_lper,cpds_lr,cpds_lreg,cpds_lrel,cpds_ls,cpds_tg,cpds_vt,cri_contr,cses_pc,cses_sd,cspf_sfi,dr_eg,dr_ig,dr_pg,dr_sg,ef_ef,egov_egov,ens_brdep,ens_cor,ens_law,epi_eh,epi_epi,ess_happy,ess_health,ess_relig,ess_trlegal,ess_trparl,ess_trpart,ess_trpeople,ess_trpolice,ess_trpolit,fh_aor,fh_cl,fh_ep,fh_feb,fh_fog,fh_pair,fh_pr,fh_rol,fh_status,fhn_fotnsc,fhn_fotnst,fi_ftradeint,fi_index,gd_ptsa,gd_ptsh,gdg_total,gendip_afrp,gendip_afsp,gfs_rcr,gii_gii,gpi_gpi,ht_colonial,ht_region,ibp_obi,icrg_qog,ideavt_legvt,ideavt_presvt,iiag_be,iiag_edu,iiag_gov,iiag_hd,iiag_he,iiag_inf,iiag_srol,ipu_l_sw,ipu_u_sw,jht_ccc,jht_ccd,lis_gini,mad_gdppc,mad_gdppc1900,nelda_mbbe,nelda_mtop,nelda_oa,nelda_rpae,nunn_desert,nunn_dist_coast,nunn_tropical,ohi_ohi,p_durable,p_polity2,pei_eir,pei_peii,pwt_hci,pwt_pop,rd_inw,rd_outw,rsf_pfi,sci_comp,sgi_ec,sgi_ecbg,sgi_ecec,sgi_eclm,sgi_ectx,sgi_en,sgi_enen,sgi_enge,sgi_qd,sgi_qdep,sgi_so,sgi_soed,sgi_sofa,sgi_sogi,sgi_sohe,sgi_soin,sgi_sope,sgi_sosi,sgi_sosl,ti_cpi,top_top10_income_share,top_top1_income_share,undp_hdi,van_index,vdem_corr,vdem_delibdem,vdem_egaldem,vdem_gender,vdem_libdem,vdem_mecorrpt,vdem_partipdem,vdem_polyarchy,voh_gti,wbgi_cce,wbgi_gee,wbgi_pve,wbgi_rle,wdi_acel,wdi_acelr,wdi_acelu,wdi_afp,wdi_agedr,wdi_araland,wdi_area,wdi_armexp,wdi_armimp,wdi_birth,wdi_bribfirm,wdi_broadb,wdi_busden,wdi_co2,wdi_death,wdi_debt,wdi_eduprp,wdi_eduprs,wdi_emp,wdi_empagr,wdi_empagrf,wdi_empagrm,wdi_empind,wdi_empindf,wdi_empindm,wdi_empser,wdi_empserf,wdi_empserm,wdi_expedu,wdi_expeduge,wdi_expedup,wdi_expedus,wdi_expedut,wdi_expmil,wdi_fdiin,wdi_fdiout,wdi_fertility,wdi_firftopm,wdi_firgifttax,wdi_forest,wdi_gdpagr,wdi_gdpcapcon2015,wdi_gdpcappppcon2017,wdi_gdpind,wdi_gerp,wdi_gerpp,wdi_gers,wdi_gert,wdi_gini,wdi_homicides,wdi_idpdis,wdi_idpvc,wdi_idpvp,wdi_infpay,wdi_internet,wdi_lfpf,wdi_lifexp,wdi_lifexpf,wdi_lifexpm,wdi_litrad,wdi_litradf,wdi_litradm,wdi_litry,wdi_migration,wdi_nerp,wdi_ners,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_poprul,wdi_popurb,wdi_refasy,wdi_refori,wdi_semp,wdi_smokf,wdi_smokm,wdi_spr,wdi_tacpsr,wdi_taxrev,wdi_tele,wdi_trade,wdi_unempfilo,wdi_unempilo,wdi_unempmilo,wdi_unempyfilo,wdi_unempyilo,wdi_unempymilo,wdi_wip,wef_ci,wef_elec,wef_gci,wef_mobile,wef_oc,wef_pr,wef_qoi,wef_wlf,who_halet,who_sanittot,whr_hap,wjp_abs_cor,wjp_civ_just,wjp_cj_cor,wjp_crim_jus,wjp_crsys_cor,wjp_exec_br,wjp_gov_pow,wjp_jud_br,wjp_leg_br,wjp_ord_secur,wjp_pol_mil,wvs_confaf,wvs_confch,wvs_confcs,wvs_confgov,wvs_confjs,wvs_conflu,wvs_confpar,wvs_confpol,wvs_confpp,wvs_confpr,wvs_conftv,wvs_demimp,wvs_democ,wvs_godbel,wvs_hap,wvs_imprel,wvs_pmi12,wvs_psarmy,wvs_psdem,wvs_psexp,wvs_pssl,wvs_relacc,wvs_satfin,wvs_subh,wvs_trust
4,"Afghanistan",4,"Afghanistan","AFG",700,"QoGBasCSjan24",4.5400982,1,1,70.428818,158.1878509521484,0,221,4,3,,3,9,4,2,3.083333253860474,3,3,3,3,4,3,2.75,2,3,3.25,3,3,3,3,1,1,4,2,2.5,2.5,.8700000047683716,1,1,1,1,2,3,1,1,2,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,28.830755,37.2551,45.353821,35.378849,.84555429,.271,,,,16,43.599998,,,,,,,,,,4,6,3,6,3,2,5,2,3,,,,,5,5,,6,19,.6627445220947266,.67400002,3.581000089645386,0,8,43,,45.22999954223633,19,,,,,,,,27,27.89999961853027,52330,2189,,1934.555053710938,,0,1,1,1,4.355736143291409,.9224445132674083,0,,4,-1,2.9444444,,,,788917120,788917120,38.27000045776367,-2.6441286,,,,,,,,,,,,,,,,,,,,19,.41010001,.1508,.48300001,11.29300022125244,.8690000176429749,.2849999964237213,.1889999955892563,.5529999732971191,.1969999969005585,2.930000066757202,.1410000026226044,.3560000061988831,9.05633544921875,-1.4936998,-1.6095092,-2.7026317,-1.8313743,97.69999694824219,97.06671142578125,99.5,1.812045216560364,85.95954895019531,12.00343418121338,652230,,234000000,36.05099868774414,,.0681767463684082,.2116511166095734,.2234788686037064,7.11299991607666,,7.298679828643799,4.458119869232178,1.643259048461914,45.9834098815918,53.91368103027344,44.16463851928711,18.48130989074707,26.4183406829834,16.66098976135254,35.5352783203125,19.6679801940918,39.17436981201172,4.34319019317627,8.202471733093262,44.19060134887695,22.25369071960449,,1.358856916427612,.0643889084458351,.1848167777061462,4.75,,,1.852782011032104,26.82060050964355,553.0361328125,1968.340942382813,14.03169918060303,110.0075073242188,,57.03929901123047,10.85844039916992,,6.594439029693604,49000,404000,3547000,,18.39999961853027,19.79348564147949,62.57500076293945,65.43199920654297,59.86600112915039,37.26604080200195,22.60078048706055,52.06343078613281,55.92940139770508,166821,,50.14070129394531,38972232,43.80791091918945,53.7751350402832,2.416953086853027,59.75228118896484,73.9739990234375,26.02599906921387,72278,2594827,84.33394622802734,7.199999809265137,39.40000152587891,2.5,2,9.89845085144043,.3740791976451874,,16.78300094604492,11.71000003814697,10.45800018310547,21.22800064086914,16.05299949645996,14.45199966430664,27.01612854003906,,,,,,,,,53.90000152587891,,2.436034440994263,.3040972352027893,.3707886338233948,.1718000769615173,.3066800534725189,.2640434801578522,.3773871660232544,.4368115961551666,.1916318535804749,.2398272305727005,.2881960272789001,.4075427055358887,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Albania",8,"Albania","ALB",339,"QoGBasCSjan24",,1,8,56.959972,103.9073257446289,1,24,10,6,8,8,4,7,8,7.099999904632568,7,6,6,7,7,5,6.25,10,5,7.75,6,6,5.5,6.5,5,5,5,6,5,6.5,.7285000085830688,2,1,1,1,2,1,2,1,2,0,7,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,.45308742,1.7844552,1,63.48341,63.897182,62.827446,65.380676,2.0007901,.74129999,30,43.40000152587891,40,40,47.099998,,,,,,,,,,8,3,8,13,7,9,3,9,2,,,8.43751335144043,7.590000152587891,2,,30.55555534362793,26,25,1.280524492263794,.156,1.77400004863739,0,1,52,.47222221,46.31999969482422,,,,,,,,,29.5,,58316,1181,,11104.166015625,1092,0,1,1,0,0,.0478929296146633,0,70.37999725341797,21,9,5.5521154,45.898121,2.964992,2.880917072296143,1465987200,1465987200,56.40999984741211,.14306504,,,,,,,,,,,,,,,,,,,,36,.3168,.079999998,.79400003,27.29759979248047,.7239999771118164,.2599999904632568,.363999992609024,.8939999938011169,.4169999957084656,2.069999933242798,.3030000030994415,.4930000007152557,0,-.57292449,-.15488033,.088576451,-.37624919,100,100,100,.5937092304229736,47.69663238525391,21.88321113586426,27400,,1000000,10.28499984741211,36.09999847412109,17.75249290466309,1.524836182594299,1.544550061225891,10.78499984741211,83.88749694824219,9.046059608459473,9.930150032043457,2.957865953445435,35.54196929931641,40.16925048828125,31.90930938720703,20.78153991699219,16.81282997131348,23.89706039428711,43.67657089233398,43.01792144775391,44.19361877441406,3.342299938201904,10.13438320159912,57.60766983032227,21.5625,18.85009002685547,1.298479080200195,7.055092334747314,.3304034769535065,1.399999976158142,18.10000038146973,34.59999847412109,28.79197120666504,19.22522354125977,4418.66064453125,13278.3701171875,20.11453056335449,100.6136016845703,75.14018249511719,96.16747283935547,61.392578125,29.39999961853027,2.127772092819214,250,,,31.60000038146973,72.23767852783203,43.8228645324707,76.98899841308594,79.67600250244141,74.63200378417969,98.5,98.30000305175781,98.69999694824219,99.5,-9117,94.5296630859375,86.60826873779297,2837849,16.47151947021484,67.70636749267578,15.82211303710938,103.5711288452148,37.88800048828125,62.11199951171875,105,15523,54.17132949829102,6,38.79999923706055,,,16.98326301574707,7.794937133789063,59.82973098754883,12.75800037384033,13.06700038909912,13.30799961090088,30.11199951171875,30.84600067138672,31.3430004119873,29.5081958770752,29.7581958770752,92.52799224853516,57.61417007446289,94.177001953125,3.781720399856567,3.30469012260437,35.46875381469727,.797844409942627,69.09999847412109,53,5.364909648895264,.3671053349971771,.4760761559009552,.2815617620944977,.4260990619659424,.3290095329284668,.3870750367641449,.4525991976261139,.3243510127067566,.2349138557910919,.7851267457008362,.5220814943313599,2.7165589,2.5525737,2.1625903,1.5847586,1.8576866,1.5679805,1.3781805,2.585947,1.351408,1.8323277,,9.6376514,3.9559238,.9705652,2.8711927,2.8693283,,1.5964851,3.849031,3.475513,1.7441964,,,3.4887583,.027856566
12,"Algeria",12,"Algeria","DZA",615,"QoGBasCSjan24",4.3592696,1,9,49.415615,261.4327087402344,0,59,5,5,,2,5,6.5,5,4.650000095367432,5,6,6,4,4,4,5.428571224212646,9,3,3.75,5,4,4.25,2.5,5,5,4,7,5,6,.5024999976158142,1,1,1,1,96,1,1,1,1,0,6,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,33.879074,54.408302,79.707893,49.637932,2.2070408,.56110001,,,,42,29.6,,,,,,,,,,3,5,3,6,3,7,6,6,3,,,3.757921934127808,4.940000057220459,3,4,3.333333253860474,19,10,,.44,2.186000108718872,6,3,3,.44444445,23.03000068664551,39.88000106811523,39.59999847412109,76.69999694824219,56,73,74.69999694824219,68.90000152587891,52.59999847412109,25.79999923706055,5.699999809265137,99610,2756,,14228.025390625,,1,1,1,1,23.27713605377173,.7522285126240592,0,65.20999908447266,14,2,4.1944442,44.132652,2.3839655,43.05305480957031,1699608960,1699608960,45.52999877929688,-.84762532,,,,,,,,,,,,,,,,,,,,36,.38080001,.099100001,.736,10.41234970092773,.6890000104904175,.1889999955892563,.2540000081062317,.7739999890327454,.1519999951124191,2.359999895095825,.1129999980330467,.2790000140666962,4.326212406158447,-.66646022,-.57343346,-.84781432,-.80030298,99.71877288818359,99.12109375,99.93169403076172,2.749240636825562,57.88946533203125,3.161804676055908,2381741,,675000000,22.43099975585938,,8.723391532897949,.3532967269420624,3.718223333358765,5.39799976348877,,1.292819976806641,1.355909943580627,4.448474884033203,10.52449989318848,3.867479085922241,11.92249011993408,30.49271965026855,24.42917060852051,31.76609039306641,58.98276138305664,71.70340728759766,56.31143188476563,7.042397499084473,16.54917144775391,,,,6.692468166351318,.7848833203315735,.0100212730467319,2.941999912261963,,,.81830894947052,13.78400611877441,3873.5087890625,10844.7705078125,32.5195198059082,110.33056640625,,105.9325485229492,53.61402893066406,,1.505120635032654,9600,,,,63.94999694824219,19.2296142578125,74.4530029296875,75.91200256347656,73.08200073242188,81.4078369140625,75.32296752929688,87.42295837402344,74.02999877929688,-18797,97.63516998291016,,43451664,30.6470832824707,63.33544540405273,6.017469882965088,18.24365615844727,26.26700019836426,73.73300170898438,97651,4571,31.02722930908203,.699999988079071,41.29999923706055,,,,11.01399230957031,45.33050918579102,20.80200004577637,12.2480001449585,10.21100044250488,50.80099868774414,31.11300086975098,26.90500068664551,25.75757598876953,34.38171768188477,93.78167724609375,56.25389099121094,121.9324798583984,4.776766777038574,4.077913284301758,43.39908599853516,.2113766223192215,66.40000152587891,62,5.437755107879639,.4545438885688782,.5642451047897339,.5982785820960999,.4346720576286316,.4392635822296143,.4044066965579987,.4815239608287811,.5385481119155884,.385681539773941,.7404003143310547,.489539235830307,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Andorra",20,"Andorra","AND",232,"QoGBasCSjan24",,1,2,14.544423,,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,98,3,2,2,2,2,8,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.329048,55.015717,21.71752,86.264061,,.7177,,,,,,,,,,,,,,,11,1,12,14,11,15,1,15,1,,,,,1,,,23,53,,,,0,5,,,68.33000183105469,,,,,,,,,46.40000152587891,,8049,84,,,,0,1,1,0,0,.134176601589367,0,,,,,,,,47416324,47416324,68.79000091552734,,,,,,,,,,,,,,,,,,,,,,,,.84799999,12.97799968719482,,,,,,,,,,1.2660053,1.7494141,1.5885718,1.6162784,100,100,100,,37.98792266845703,1.635957479476929,470,,,7,,48.45559692382813,,5.777147769927979,3.900000095367432,,3.344320058822632,3.515959978103638,,,,,,,,,,,2.856162786483765,6.938821315765381,21.42038917541504,25.3067798614502,5.641059875488281,,,,,,,34.04255294799805,.5594427585601807,34394.4140625,,12.66015815734863,88.71708679199219,,96.46275329589844,15.09827041625977,,2.574002504348755,,,,,93.20565032958984,,,,,,,,,1474,,,77700,13.33462047576904,72.47039794921875,14.19498062133789,165.3191528320313,12.08399963378906,87.91600036621094,,5,,28.29999923706055,35.29999923706055,,,,62.56241989135742,,,,,,,,46.42856979370117,,,,,,,,,,100,,,,,,,,,,,,,,2.002002,2.5065064,2.441767,2.5771947,1.8827727,2.2360122,2.8829999,1.9574037,2.2449999,2.2077923,9.1126623,6.6112223,.64099997,3.2898407,2.0349302,2.7103934,1.3360488,3.6813626,2.6357214,1.8304914,1.751004,6.561316,4.0896416,.25574425
24,"Angola",24,"Angola","AGO",540,"QoGBasCSjan24",5.6347895,1,8,62.103325,173.4948883056641,0,46,4,4,,3,4,5.5,4,4.599999904632568,4,3,3,4,6,4,3.821428537368774,8,3,4,4.5,5,3.75,3,2,2,3,4,3,4,.6744999885559082,2,1,1,1,96,2,1,0,1,1,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,44.303589,42.575783,50.81934,32.604412,.92339748,.37889999,,,,20.5,30.5,,,,,,,,,,6,5,3,7,2,3,6,5,3,62,2,5.514385223388672,5.53000020980835,3,3,,22,22,,.537,1.917999982833862,7,4,30,.39583334,44.81999969482422,,25.79999923706055,25,41.09999847412109,38.90000152587891,54.09999847412109,38,44.40000152587891,30,,17553,405,,7771.44189453125,,1,1,1,1,.425228661821526,.4283643759996893,44.34624572755408,65.05000305175781,16,-2,3.7916665,33.163265,1.4819844,31.82529449462891,8053051,8053051,57.16999816894531,-1.1359863,,,,,,,,,,,,,,,,,,,,27,.5801,.25979999,.58999997,9.413800239562988,.5789999961853027,.1829999983310699,.1449999958276749,.7379999756813049,.1770000010728836,1.33299994468689,.1019999980926514,.3490000069141388,.5083133578300476,-.93867254,-1.2583939,-.60072601,-.95099938,46.9554443359375,7.33344841003418,73.56540679931641,.8369618058204651,91.92596435546875,4.305767059326172,1246700,,51000000,39.27099990844727,,.3635103404521942,,.5927429795265198,7.821000099182129,,,,4.513508796691895,59.20555877685547,66.18408203125,52.20917892456055,7.494998931884766,1.416061997413635,13.58952045440674,33.2994384765625,32.39984893798828,34.20132064819336,2.744996547698975,6.467226505279541,,,,1.700178146362305,-3.715002536773682,.1801592409610748,5.370999813079834,,,53.42695236206055,9.94654369354248,2346.845947265625,6029.69189453125,45.67824172973633,88.57486724853516,,,11.06135940551758,51.29999923706055,,25000,,,,32.55014801025391,49.8120231628418,62.26100158691406,64.98200225830078,59.58399963378906,72.40000152587891,62.5,82.80000305175781,83.30000305175781,7557,,,33428486,45.30660247802734,52.10342407226563,2.589975118637085,26.81357574462891,33.17499923706055,66.82499694824219,25791,8196,66.26393127441406,,,,,10.09038543701172,.3564744293689728,55.37581634521484,9.895999908447266,10.35000038146973,10.80099964141846,17.8169994354248,17.96699905395508,18.11800003051758,30,18.81977081298828,67.71697998046875,38.11248779296875,43.13051986694336,4.056840896606445,3.24653148651123,36.242431640625,.3997340202331543,54.79999923706055,,,.4257639050483704,.4427473247051239,.4979982376098633,.3596514165401459,.4900507628917694,.3509725034236908,.4195772409439087,.510638415813446,.3733111321926117,.5983771681785583,.4681336283683777,,,,,,,,,,,,,,,,,,,,,,,,,
28,"Antigua and Barbuda",28,"Antigua and Barbuda","ATG",58,"QoGBasCSjan24",,1,3,34.412971,,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4659999907016754,2,2,1,1,1,3,2,2,2,2,8,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.088898,55.722805,33.127762,80.533539,2.9243858,.61129999,,,,55.799999,52.400002,,,,,,,,,,10,2,12,15,8,13,2,14,1,,,,,,,,33,17,,,,5,10,,,70.33999633789063,,,,,,,,,11.10000038146973,52.90000152587891,159,5,,,,3,1,1,0,0,.0013240231462322,100,75.51000213623047,,,5.5,,,.0971179977059364,36220492,36220492,,,,,,,,,,,,,,,,,,,,,,,,,.78799999,16.80839920043945,,,,,,,,,,.23853327,-.20448671,.92950493,.40797353,100,100,100,,40.62158584594727,9.090909004211426,440,,0,12.15999984741211,,8.633341789245605,3.783888101577759,5.121730327606201,5.960999965667725,,48.76025009155273,17.97352027893066,,,,,,,,,,,3.880490303039551,9.27350902557373,,,,,5.451310634613037,.1683931648731232,1.569000005722046,,,18.45454597473145,2.142180919647217,14433.8798828125,18787.564453125,20.4425048828125,112.1222381591797,70.25360107421875,120.9359588623047,,,9.712510108947754,1400,,,,95.68550872802734,,78.84100341796875,81.31600189208984,76.06099700927734,,,,,0,95.69547271728516,88.78981018066406,92664,19.08238410949707,71.11283874511719,9.804778099060059,210.6000061035156,75.56700134277344,24.4330005645752,,108,,,,,,,29.13752937316895,88.54829406738281,,,,,,,11.11111068725586,,,,,,,,,67,,,.6065371632575989,.6597196459770203,.7863309979438782,.5611376762390137,.6827466487884521,.5755829811096191,.6182105541229248,.8283136487007141,.2950635850429535,.7835142016410828,.7271885275840759,,,,,,,,,,,,,,,,,,,,,,,,,
31,"Azerbaijan",31,"Azerbaijan","AZE",373,"QoGBasCSjan24",,1,14,39.614124,283.3872985839844,0,30,3,3,,2,4,7,3,3.583333253860474,6,6,6,2,2,3,5.357142925262451,8,2,2.25,4.5,2,3,2,5,5,2,5,5,5.5,.7105000019073486,2,2,1,1,3,1,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,68.429787,65.79084,71.578484,56.737286,2.2209749,.69370002,8.699999809265137,5.599999904632568,2.400000095367432,30.700001,38.599998,,,,,,,,,,1,6,0,2,0,5,7,0,3,35,3,6.983285903930664,5.940000057220459,4,4,15,11,3,1.32155966758728,.301,2.046000003814697,0,1,57,.3611111,46.84000015258789,74.23999786376953,,,,,,,,17.39999961853027,,218700,2641,,16628.0546875,,1,1,1,1,0,.583659516329386,0,,23,-7,2.1607141,35.912697,,10.0477180480957,1403086976,1403086976,39.40000152587891,-2.3417499,,,,,,,,,,,,,,,,,,,,30,.3822,.1399,.73000002,9.838399887084961,.9390000104904175,.0399999991059303,.1159999966621399,.6340000033378601,.0659999996423721,.7689999938011169,.0649999976158142,.1940000057220459,.1576702743768692,-1.0770841,-.15556385,-.85224748,-.7307201,100,100,100,1.587482929229736,44.29102325439453,25.21961212158203,82646,,37000000,12.5,12.10000038146973,19.40188217163086,1.299795866012573,3.398849487304688,7.5,22.18999862670898,.9549199938774109,10.0272102355957,11.83625984191895,34.84196090698242,40.03535842895508,29.83057022094727,14.95153999328613,6.917437076568604,22.70405960083008,50.20650100708008,53.04716110229492,47.46533966064453,4.33204984664917,9.802010536193848,,,16.40216064453125,5.390494823455811,1.187903881072998,1.93305230140686,1.700000047683716,16.5,9.699999809265137,13.69419002532959,6.73894739151001,5083.56103515625,13726.76953125,41.95632171630859,98.23606872558594,44.68513107299805,81.75826263427734,36.15219879150391,,2.236277103424072,140,84000,735000,5.800000190734863,84.59999847412109,49.76625442504883,66.86799621582031,70.99800109863281,62.98600006103516,99.79598236083984,99.72675323486328,99.86824035644531,99.93392944335938,1084,92.42466735839844,88.53256225585938,10093121,24.22410583496094,69.30438232421875,6.471513748168945,122.1247406005859,43.60300064086914,56.39699935913086,1572,101468,66.96999359130859,.1000000014901161,47.90000152587891,,,15.18557262420654,16.06899261474609,72.01786804199219,8.38700008392334,7.159999847412109,5.943999767303467,20.53400039672852,17.40399932861328,14.5939998626709,17.35537147521973,38.33138275146484,96.97734069824219,62.71789169311523,103.9214172363281,5.774840354919434,5.083663940429688,65.82981872558594,.7008140683174133,63.59999847412109,69,5.173389434814453,,,,,,,,,,,,3.5148568,2.9748693,2.919826,3.3358467,2.7415929,2.5491452,2.7484965,3.1338675,2.1819358,2.570622,,8.6898451,7.270813,.98540705,3.0282469,2.6347494,,1.7040551,3.4844151,2.4878035,3.0057688,,,3.6479604,.28228229
32,"Argentina",32,"Argentina","ARG",160,"QoGBasCSjan24",4.232656,1,3,52.692318,89.04560089111328,1,38,9,5,8,7,4,5,7,7.699999809265137,7,4,4,9,9,6,5.75,8,7,8.75,7,7,6.5,7,6,6,6,6,5.5,6.5,.5360000133514404,2,2,1,1,1,1,1,2,2,1,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,46.050293,69.344719,90.512024,71.471802,3.0597584,.81980002,7.099999904632568,50,39.5,56.299999,41.099998,,,,,,,,,,11,2,11,15,8,13,2,10,1,71,1,3.050629615783691,4.71999979019165,3,3,48.88888931274414,26,19,,.29300001,1.947999954223633,2,2,50,.5,71.51000213623047,80.41999816894531,,,,,,,,40.90000152587891,40.29999923706055,1625514,43245,,18556.3828125,4583,0,1,1,0,0,.3523024037673626,0,67.79000091552734,35,9,8.2059126,63.877552,3.0968044,44.78067779541016,648090048,648090048,77.27999877929688,1.1878473,,,,,,,,,,,,,,,,,,,,42,.4621,.1382,.83999997,38.51333999633789,.4329999983310699,.6859999895095825,.6370000243186951,.8740000128746033,.6669999957084656,2.95199990272522,.5609999895095825,.8220000267028809,2.429549694061279,-.16378066,-.25381821,-.072026245,-.48733479,100,100,100,.5307475328445435,54.76007843017578,15.35020732879639,2736690,,7000000,14.125,9.300000190734863,21.25312042236328,.1986299306154251,3.405617475509644,8.508999824523926,,25.77693939208984,26.23196029663086,2.933027982711792,7.686438083648682,3.685106992721558,10.57785034179688,20.4570198059082,9.711953163146973,28.2215404510498,71.8565673828125,86.60294342041016,61.20061874389648,5.279640197753906,12.42228984832764,29.59457969665527,39.53939819335938,22.0803394317627,.7344925999641418,1.266826391220093,.3053316473960876,1.91100001335144,8,6,10.44071483612061,6.128467082977295,11341.2685546875,19685.216796875,22.18057250976563,110.6178131103516,76.18665313720703,112.4166793823242,99.26622772216797,42.29999923706055,5.366813659667969,3700,,,6.800000190734863,85.51438903808594,42.39383316040039,75.89199829101563,79.28500366210938,72.54599761962891,,,,,2344,99.18399810791016,90.79605102539063,45376764,23.65639877319336,64.61614990234375,11.72745418548584,16.58089256286621,7.888999938964844,92.11100006103516,3965,99,26.99999046325684,19.60000038146973,29.39999961853027,,,10.87153625488281,16.33395385742188,30.21979904174805,12.39000034332275,11.46000003814697,10.77600002288818,34.98400115966797,30.4069995880127,27.21699905395508,40.85602951049805,41.7470703125,94.69404602050781,57.20132827758789,132.0931549072266,4.059499740600586,3.750914096832275,47.72307586669922,.73512202501297,67.09999847412109,,5.900567054748535,.5170628428459167,.5935372114181519,.5749120116233826,.4353852868080139,.4757525324821472,.4912935793399811,.6149488687515259,.6685963869094849,.2980934679508209,.6162140965461731,.6102678775787354,2.2100618,2.6653817,1.860026,2.0317881,1.8425403,1.7885389,1.8790731,2.0917387,1.699247,2.108166,2.1381154,8.816411,6.9792185,.93394798,3.1845889,2.7241151,1.8576858,1.606765,3.5375638,2.6406152,2.688117,2.0312109,5.8023686,3.7973902,.2010431
